spend_date,channel,campaign,spend,attributed_revenue
2026-07-01,TikTok Shop,Spark Retargeting,21.16,58.79
2026-07-01,Shopify,Holiday Push,76.99,251.29
2026-07-01,Amazon,Clearance Remarketing,28.17,26.19
2026-07-02,Shopify,Brand Search Always-On,47.79,128.92
2026-07-02,Shopify,Prospecting Broad,96.25,109.95
2026-07-02,Amazon,Sponsored Products,57.29,145.16
2026-07-02,Amazon,Sponsored Display,29.42,31.32
2026-07-02,TikTok Shop,Creator Boost,41.09,162.48
2026-07-02,TikTok Shop,Spark Retargeting,41.63,120.69
2026-07-02,Shopify,Holiday Push,53.27,110.26
2026-07-02,Amazon,Clearance Remarketing,28.05,34.66
2026-07-03,Shopify,Brand Search Always-On,27.85,115.93
2026-07-03,Shopify,Prospecting Broad,106.56,189.9
2026-07-03,Amazon,Sponsored Products,43.66,181
2026-07-03,Amazon,Sponsored Display,34.6,43.12
2026-07-03,TikTok Shop,Creator Boost,67.13,237.25
2026-07-03,TikTok Shop,Spark Retargeting,19.16,51.51
2026-07-03,Shopify,Holiday Push,53.47,130.3
2026-07-03,Amazon,Clearance Remarketing,20.87,28.48
2026-07-04,Shopify,Brand Search Always-On,44.03,143.18
2026-07-04,Shopify,Prospecting Broad,58.38,79.73
2026-07-04,Amazon,Sponsored Products,70.8,287.17
2026-07-04,Amazon,Sponsored Display,31.91,35.81
2026-07-04,TikTok Shop,Creator Boost,39.58,187.68
2026-07-04,TikTok Shop,Spark Retargeting,30.34,65.81
2026-07-04,Shopify,Holiday Push,95.89,348.85
2026-07-04,Amazon,Clearance Remarketing,20.45,30.95
2026-07-05,Shopify,Brand Search Always-On,56.1,207.77
2026-07-05,Shopify,Prospecting Broad,89.45,151.35
2026-07-05,Amazon,Sponsored Products,81.04,300.11
2026-07-05,Amazon,Sponsored Display,34.49,61.38
2026-07-05,TikTok Shop,Creator Boost,52.49,183.23
2026-07-05,TikTok Shop,Spark Retargeting,21.28,52.6
2026-07-05,Shopify,Holiday Push,74.41,151.71
2026-07-05,Amazon,Clearance Remarketing,23.68,20.35
2026-07-06,Shopify,Brand Search Always-On,58.75,179.37
2026-07-06,Amazon,Sponsored Products,83.54,224.39
2026-07-06,Amazon,Sponsored Display,41.03,76.7
2026-07-06,TikTok Shop,Creator Boost,39.09,177.32
2026-07-06,TikTok Shop,Spark Retargeting,20.29,47.95
2026-07-06,Shopify,Holiday Push,65.24,185.85
2026-07-06,Amazon,Clearance Remarketing,26.32,40.14
2026-07-07,Shopify,Brand Search Always-On,38.53,132.68
2026-07-07,Shopify,Prospecting Broad,76.18,136.7
2026-07-07,Amazon,Sponsored Products,70.86,234.74
2026-07-07,TikTok Shop,Creator Boost,67.41,285.36
2026-07-07,TikTok Shop,Spark Retargeting,20.48,53.8
2026-07-07,Shopify,Holiday Push,88.72,189.21
2026-07-07,Amazon,Clearance Remarketing,26.1,33.62
2026-07-08,Shopify,Brand Search Always-On,31.86,99.5
2026-07-08,Shopify,Prospecting Broad,49.33,53.23
2026-07-08,Amazon,Sponsored Products,41.61,113.9
2026-07-08,Amazon,Sponsored Display,25.85,40.32
2026-07-08,TikTok Shop,Creator Boost,46.08,124.38
2026-07-08,Shopify,Holiday Push,80.39,192.71
2026-07-08,Amazon,Clearance Remarketing,25.38,32.26
2026-07-09,Shopify,Brand Search Always-On,39.78,161.49
2026-07-09,Shopify,Prospecting Broad,88.06,120.96
2026-07-09,Amazon,Sponsored Products,68.89,211.41
2026-07-09,Amazon,Sponsored Display,28.32,33.81
2026-07-09,TikTok Shop,Creator Boost,41.95,112.27
2026-07-09,TikTok Shop,Spark Retargeting,31.52,76.39
2026-07-09,Shopify,Holiday Push,53.73,185.2
2026-07-09,Amazon,Clearance Remarketing,15.44,16.04
2026-07-10,Shopify,Brand Search Always-On,32.87,142.81
2026-07-10,Amazon,Sponsored Products,40.08,152.01
2026-07-10,TikTok Shop,Creator Boost,59.77,161.07
2026-07-10,TikTok Shop,Spark Retargeting,26.28,67.84
2026-07-10,Shopify,Holiday Push,72.95,256.06
2026-07-11,Shopify,Brand Search Always-On,30.1,84.1
2026-07-11,Shopify,Prospecting Broad,67.19,81.03
2026-07-11,Amazon,Sponsored Products,52.11,213.85
2026-07-11,Amazon,Sponsored Display,30.13,56.34
2026-07-11,TikTok Shop,Creator Boost,49.27,193.42
2026-07-11,TikTok Shop,Spark Retargeting,24.54,74.62
2026-07-11,Amazon,Clearance Remarketing,21.01,20.24
2026-07-12,Shopify,Brand Search Always-On,57.28,181.71
2026-07-12,Shopify,Prospecting Broad,86.15,101.17
2026-07-12,Amazon,Sponsored Products,50.32,118.71
2026-07-12,Amazon,Sponsored Display,36.76,63.05
2026-07-12,TikTok Shop,Creator Boost,67.13,293.81
2026-07-12,TikTok Shop,Spark Retargeting,20.73,58.53
2026-07-12,Amazon,Clearance Remarketing,29.87,25.1
2026-07-13,Shopify,Brand Search Always-On,48.92,200.38
2026-07-13,Shopify,Prospecting Broad,93.78,144.45
2026-07-13,Amazon,Sponsored Products,38.47,107.24
2026-07-13,Amazon,Sponsored Display,34.18,37.11
2026-07-13,TikTok Shop,Creator Boost,37.67,118.79
2026-07-13,TikTok Shop,Spark Retargeting,35,93.82
2026-07-13,Shopify,Holiday Push,46.53,127.53
2026-07-13,Amazon,Clearance Remarketing,23.6,34.37
2026-07-14,Shopify,Brand Search Always-On,48.07,211.9
2026-07-14,Shopify,Prospecting Broad,105.33,136.02
2026-07-14,Amazon,Sponsored Display,42.18,57.91
2026-07-14,TikTok Shop,Creator Boost,68.55,331.9
2026-07-14,TikTok Shop,Spark Retargeting,38.35,92.43
2026-07-14,Shopify,Holiday Push,67.45,187.69
2026-07-15,Shopify,Brand Search Always-On,41.72,189.34
2026-07-15,Shopify,Prospecting Broad,76.56,101.28
2026-07-15,Amazon,Sponsored Products,82.45,254.87
2026-07-15,Amazon,Sponsored Display,39.73,75.59
2026-07-15,TikTok Shop,Creator Boost,55.79,230.76
2026-07-15,Shopify,Holiday Push,68.49,172.23
2026-07-15,Amazon,Clearance Remarketing,21.99,20.7
2026-07-16,Shopify,Brand Search Always-On,54.07,234.22
2026-07-16,Shopify,Prospecting Broad,53.55,80.38
2026-07-16,TikTok Shop,Creator Boost,41.63,134.62
2026-07-16,TikTok Shop,Spark Retargeting,35.65,72.66
2026-07-16,Shopify,Holiday Push,77.1,224.47
2026-07-16,Amazon,Clearance Remarketing,16.91,18.21
2026-07-17,Shopify,Brand Search Always-On,38.06,127.61
2026-07-17,Shopify,Prospecting Broad,78.77,89.42
2026-07-17,Amazon,Sponsored Products,60.53,194.62
2026-07-17,Amazon,Sponsored Display,47.31,73.85
2026-07-17,TikTok Shop,Creator Boost,41.43,145.95
2026-07-17,Shopify,Holiday Push,43.8,121.13
2026-07-17,Amazon,Clearance Remarketing,26.98,41.26
2026-07-18,Shopify,Brand Search Always-On,58.96,155.4
2026-07-18,Shopify,Prospecting Broad,105.05,181.41
2026-07-18,Amazon,Sponsored Products,39.11,144.34
2026-07-18,Amazon,Sponsored Display,31.64,54.6
2026-07-18,TikTok Shop,Creator Boost,64.43,297.53
2026-07-18,TikTok Shop,Spark Retargeting,33,75.69
2026-07-19,Shopify,Brand Search Always-On,44.98,187.89
2026-07-19,Shopify,Prospecting Broad,85.21,112.1
2026-07-19,Amazon,Sponsored Products,38.84,159.38
2026-07-19,Amazon,Sponsored Display,36.58,47.84
2026-07-19,TikTok Shop,Creator Boost,45.99,172.43
2026-07-19,Shopify,Holiday Push,89.6,328.41
2026-07-19,Amazon,Clearance Remarketing,30.06,28.89
2026-07-20,Shopify,Prospecting Broad,86.41,145.8
2026-07-20,Amazon,Sponsored Products,83.45,315.52
2026-07-20,Amazon,Sponsored Display,40.71,74.3
2026-07-20,TikTok Shop,Creator Boost,61.44,250.88
2026-07-20,TikTok Shop,Spark Retargeting,27.91,83.21
2026-07-20,Shopify,Holiday Push,97.89,236.41
2026-07-20,Amazon,Clearance Remarketing,34.45,38.81
2026-07-21,Shopify,Brand Search Always-On,49.45,155.43
2026-07-21,Shopify,Prospecting Broad,77.03,133.45
2026-07-21,Amazon,Sponsored Products,63.66,252.43
2026-07-21,TikTok Shop,Creator Boost,45.31,167.02
2026-07-21,TikTok Shop,Spark Retargeting,26.43,64.36
2026-07-21,Shopify,Holiday Push,55.92,180.33
2026-07-21,Amazon,Clearance Remarketing,18.94,19.91
2026-07-22,Shopify,Brand Search Always-On,41.99,184.58
2026-07-22,Shopify,Prospecting Broad,61.18,110.23
2026-07-22,Amazon,Sponsored Products,66.7,179.75
2026-07-22,Amazon,Sponsored Display,23.07,27.95
2026-07-22,TikTok Shop,Creator Boost,61.03,193.21
2026-07-22,TikTok Shop,Spark Retargeting,38.61,128.48
2026-07-22,Shopify,Holiday Push,59.95,162.15
2026-07-22,Amazon,Clearance Remarketing,28.07,33.57
2026-07-23,Shopify,Brand Search Always-On,44.57,187.37
2026-07-23,Shopify,Prospecting Broad,98.04,119.63
2026-07-23,Amazon,Sponsored Display,46,80.77
2026-07-23,TikTok Shop,Creator Boost,66.22,258.94
2026-07-23,Shopify,Holiday Push,85.5,275.5
2026-07-24,Shopify,Brand Search Always-On,33.82,116.76
2026-07-24,Shopify,Prospecting Broad,73.01,131.03
2026-07-24,Amazon,Sponsored Products,72.09,181.13
2026-07-24,Amazon,Sponsored Display,24.56,30.89
2026-07-24,TikTok Shop,Creator Boost,47.12,190.62
2026-07-24,TikTok Shop,Spark Retargeting,36.68,121.82
2026-07-24,Shopify,Holiday Push,50.58,134.96
2026-07-24,Amazon,Clearance Remarketing,32.71,43.3
2026-07-25,Shopify,Prospecting Broad,83.75,138.63
2026-07-25,Amazon,Sponsored Products,53.81,222.78
2026-07-25,Amazon,Sponsored Display,28.76,49.88
2026-07-25,TikTok Shop,Creator Boost,47.32,211.2
2026-07-25,TikTok Shop,Spark Retargeting,41.06,129.53
2026-07-25,Shopify,Holiday Push,94.74,256.99
2026-07-25,Amazon,Clearance Remarketing,31.01,33.76
